"Level","ICAO","STAR","Transition","Runway","Seq","Waypoint","DatabaseAltitude","RealAltitude","DatabaseSpeed","RealSpeed","AltitudeCompare","SpeedCompare","Notes","Source"
"29","HKJK","AVIT1P","TV","6","6","NONB","AT 1000","AT 6500","(none)","(none)","No","Yes (both none)","3 deg FAF ~4 NM: ~6650 AMSL. Game 1000 is below field","HKJK ILS 06 GS"
"29","HKJK","AVIT1P","TV","6","7","RW06","AT 100","THR 5330","(none)","(none)","No (THR vs DB)","Yes (both none)","AD elev 5327-5330","AIP HKJK"
"30","GMMX","BGA7A","Runway: 10","10","1","_START_","AT 20000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"30","GMMX","BGA7A","Runway: 10","10","2","OBOGA","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","STAR / BGA family entry","GMMX BGA STAR"
"30","GMMX","BGA7A","Runway: 10","10","3","D032M","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","DME arc","GMMX"
"30","GMMX","BGA7A","Runway: 10","10","4","D013M","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","DME arc","GMMX"
"30","GMMX","BGA7A","Runway: 10","10","5","D354M","(none)","(none)","MAX 230","MAX 230","Yes (both none)","Yes","Arc speed 230","GMMX ILS 10"
"30","GMMX","BGA7A","Runway: 10","10","6","D332M","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","DME arc","GMMX"
"30","GMMX","BGA7A","Runway: 10","10","7","D310M","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","DME arc","GMMX"
"30","GMMX","BGA7A","Runway: 10","10","8","D288M","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","DME arc","GMMX"
"30","GMMX","BGA7A","Runway: 10","10","9","CI10","AT 3200","AT 3200","(none)","(none)","Yes","Yes (both none)","ILS 10 intercept 3200","GMMX ILS 10"
"30","GMMX","BGA7A","Runway: 10","10","10","MAK","AT 2390","AT 2390","(none)","(none)","Yes","Yes (both none)","GS / FAF via MAK","GMMX ILS 10"
"30","GMMX","BGA7A","Runway: 10","10","11","RW10","AT 1556","THR 1545","(none)","(none)","Yes (THR close)","Yes (both none)","AD elev 1545","AIP GMMX"
"31","DTTA","NOLSI","MARSA","29","1","_START_","AT 20000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"31","DTTA","NOLSI","MARSA","29","2","NOLSI ","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","No published restriction found at this fix",""
"31","DTTA","NOLSI","MARSA","29","3","MARSA","AT OR ABOVE 3000","AT OR ABOVE 3000","(none)","(none)","Yes","Yes (both none)","MARSA 3000+","DTTA MARSA trans"
"31","DTTA","NOLSI","MARSA","29","4","D062M","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","DME arc","DTTA"
"31","DTTA","NOLSI","MARSA","29","5","D082M","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","DME arc","DTTA"
"31","DTTA","NOLSI","MARSA","29","6","D103M","AT OR ABOVE 2200","AT OR ABOVE 2200","(none)","(none)","Yes","Yes (both none)","Arc 2200+","DTTA ILS 29"
"31","DTTA","NOLSI","MARSA","29","7","CI29","AT 2200","AT 2200","(none)","(none)","Yes","Yes (both none)","ILS 29 intercept 2200","DTTA ILS 29"
"31","DTTA","NOLSI","MARSA","29","8","FI29 ","AT 2200","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"31","DTTA","NOLSI","MARSA","29","9","RW29","AT 61","THR 22","(none)","(none)","Yes (THR close)","Yes (both none)","AD elev 22","AIP DTTA"
"32","RJTT","NYLON2","NYLON","22","1","_START_","AT 20000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"32","RJTT","NYLON2","NYLON","22","2","ADDUM ","AT 10000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"32","RJTT","NYLON2","NYLON","22","3","BLITZ","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","RJTT"
"32","RJTT","NYLON2","NYLON","22","4","BRASS","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","RJTT"
"32","RJTT","NYLON2","NYLON","22","5","NYLON","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","NYLON; mins at NEXUS/NITRO","RJTT NYLON2"
"32","RJTT","NYLON2","NYLON","22","6","NIFTY","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","RJTT"
"32","RJTT","NYLON2","NYLON","22","7","NEXUS","AT 5000","AT 5000","(none)","(none)","Yes","Yes (both none)","NEXUS 5000","RJTT NYLON / ILS 22"
"32","RJTT","NYLON2","NYLON","22","8","NITRO","AT 5000","AT 5000","(none)","(none)","Yes","Yes (both none)","NITRO 5000","RJTT ILS 22"
"32","RJTT","NYLON2","NYLON","22","9","RW22 ","AT 85","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"33","RJTT","CREAM","Runway: 34L","34L","1","_START_","AT 20000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"33","RJTT","CREAM","Runway: 34L","34L","2","STONE ","AT 11000","(none)","MAX 250","(none)","Extra in DB","Extra in DB","No published restriction found at this fix",""
"33","RJTT","CREAM","Runway: 34L","34L","3","TLE","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","TLE VOR","RJTT"
"33","RJTT","CREAM","Runway: 34L","34L","4","CURRY","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","RJTT"
"33","RJTT","CREAM","Runway: 34L","34L","5","COUPE","AT OR ABOVE 8000","AT OR ABOVE 8000","(none)","(none)","Yes","Yes (both none)","COUPE 8000+","RJTT CREAM"
"33","RJTT","CREAM","Runway: 34L","34L","6","CUTIE","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","RJTT"
"33","RJTT","CREAM","Runway: 34L","34L","7","CREAM","AT OR ABOVE 5000","AT OR ABOVE 5000","(none)","(none)","Yes","Yes (both none)","CREAM 5000+","RJTT CREAM"
"33","RJTT","CREAM","Runway: 34L","34L","8","ARLON","AT 5000","AT 5000","(none)","(none)","Yes","Yes (both none)","IF 5000","RJTT ILS 34L"
"33","RJTT","CREAM","Runway: 34L","34L","9","APOLO","AT 5000","AT 5000","(none)","(none)","Yes","Yes (both none)","FAF 5000","RJTT ILS 34L"
"33","RJTT","CREAM","Runway: 34L","34L","10","RW34L","AT 68","THR 21","(none)","(none)","Yes (THR close)","Yes (both none)","AD elev 21","AIP RJTT"
"34","VIDP","AKBA2B","CHI","11","1","_START_","AT 20000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"34","VIDP","AKBA2B","CHI","11","2","AKBAN","AT OR ABOVE 12000","AT OR ABOVE 12000","(none)","(none)","Yes","Yes (both none)","AKBAN 12000+","VIDP AKBA STAR"
"34","VIDP","AKBA2B","CHI","11","3","CHI","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","CHI VOR trans","VIDP"
"34","VIDP","AKBA2B","CHI","11","4","D240T","AT OR ABOVE 6500","AT OR ABOVE 6500","(none)","(none)","Yes","Yes (both none)","R240 / 20 DME 6500+","VIDP ILS 11"
"34","VIDP","AKBA2B","CHI","11","5","D240O","AT OR ABOVE 2600","AT OR ABOVE 2600","(none)","(none)","Yes","Yes (both none)","R240 / 15 DME 2600+","VIDP ILS 11"
"34","VIDP","AKBA2B","CHI","11","6","D253M","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","Arc","VIDP"
"34","VIDP","AKBA2B","CHI","11","7","D267M","AT OR ABOVE 2600","AT OR ABOVE 2600","(none)","(none)","Yes","Yes (both none)","Arc 2600+","VIDP ILS 11"
"34","VIDP","AKBA2B","CHI","11","8","CI11","AT 2600","AT 2600","(none)","(none)","Yes","Yes (both none)","ILS 11 intercept 2600","VIDP ILS 11"
"34","VIDP","AKBA2B","CHI","11","9","FI11 ","AT 2000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"34","VIDP","AKBA2B","CHI","11","10","RW11","AT 773","THR 777","(none)","(none)","Yes (THR close)","Yes (both none)","AD elev 777","AIP VIDP"
"35","VIDP","BASO1A","Runway: 28","28","1","_START_","AT 20000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"35","VIDP","BASO1A","Runway: 28","28","2","BASOT","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","STAR entry","VIDP BASO STAR"
"35","VIDP","BASO1A","Runway: 28","28","3","CHI27","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","CHI 27 DME","VIDP"
"35","VIDP","BASO1A","Runway: 28","28","4","DI26Z","AT OR ABOVE 8000","AT OR ABOVE 8000","(none)","(none)","Yes","Yes (both none)","8000+","VIDP BASO1A"
"35","VIDP","BASO1A","Runway: 28","28","5","RUGDA","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","No published crossing","VIDP"
"35","VIDP","BASO1A","Runway: 28","28","6","D274V","AT OR ABOVE 6500","AT OR ABOVE 6500","(none)","(none)","Yes","Yes (both none)","6500+","VIDP ILS 28"
"35","VIDP","BASO1A","Runway: 28","28","7","PEDKA","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","No published crossing","VIDP"
"35","VIDP","BASO1A","Runway: 28","28","8","DI170","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","Radial/DME","VIDP"
"35","VIDP","BASO1A","Runway: 28","28","9","VENGI","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","No published crossing","VIDP"
"35","VIDP","BASO1A","Runway: 28","28","10","CI28","AT 2600","AT 2600","(none)","(none)","Yes","Yes (both none)","ILS 28 intercept 2600","VIDP ILS 28"
"35","VIDP","BASO1A","Runway: 28","28","11","OM28","AT 2140","AT 2140","(none)","(none)","Yes","Yes (both none)","OM / GS","VIDP ILS 28"
"35","VIDP","BASO1A","Runway: 28","28","12","RW288","AT 827","THR 777 (RWY 28)","(none)","(none)","Yes (THR close)","Yes (both none)","Waypoint name typo; runway is 28. AD elev 777","AIP VIDP"
"36","RPLL","CAB1","MIA","06","1","_START_","AT 20000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"36","RPLL","CAB1","MIA","06","2","CAB","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","CAB VOR STAR entry","RPLL CAB STAR"
"36","RPLL","CAB1","MIA","06","3","TARTA","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","No published crossing","RPLL"
"36","RPLL","CAB1","MIA","06","4","GARAY","AT OR ABOVE 7000","AT OR ABOVE 7000","(none)","(none)","Yes","Yes (both none)","GARAY 7000+","RPLL CAB1"
"36","RPLL","CAB1","MIA","06","5","MIA","AT OR ABOVE 4000","AT OR ABOVE 4000","(none)","(none)","Yes","Yes (both none)","MIA 4000+","RPLL MIA trans"
"36","RPLL","CAB1","MIA","06","6","MIA-10","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","MIA 10 DME","RPLL"
"36","RPLL","CAB1","MIA","06","7","CI06","AT 2500","AT 2500","(none)","(none)","Yes","Yes (both none)","ILS 06 intercept 2500","RPLL ILS 06"
"36","RPLL","CAB1","MIA","06","8","FI06","AT 2500","AT 2500","(none)","(none)","Yes","Yes (both none)","GS platform 2500","RPLL ILS 06"
"36","RPLL","CAB1","MIA","06","9","RW06","AT 66","THR 75","(none)","(none)","Yes (THR close)","Yes (both none)","AD elev 75","AIP RPLL"
"37","RPLL","IPA1","MIA","24","1","_START_","AT 20000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"37","RPLL","IPA1","MIA","24","2","IPATA","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","STAR entry","RPLL IPA STAR"
"37","RPLL","IPA1","MIA","24","3","KABAN","AT OR ABOVE 10000","AT OR ABOVE 10000","(none)","(none)","Yes","Yes (both none)","KABAN 10000+","RPLL IPA1"
"37","RPLL","IPA1","MIA","24","4","CAMBA","AT OR ABOVE 6000","AT OR ABOVE 6000","(none)","(none)","Yes","Yes (both none)","CAMBA 6000+","RPLL IPA1"
"37","RPLL","IPA1","MIA","24","5","MIA","AT OR ABOVE 4000","AT OR ABOVE 4000","(none)","(none)","Yes","Yes (both none)","MIA 4000+","RPLL MIA trans"
"37","RPLL","IPA1","MIA","24","6","MIA-9","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","MIA 9 DME","RPLL"
"37","RPLL","IPA1","MIA","24","7","CF24","AT 2500","AT 2500","(none)","(none)","Yes","Yes (both none)","ILS 24 intercept 2500","RPLL ILS 24"
"37","RPLL","IPA1","MIA","24","8","FF24","AT 1424","AT 1424","(none)","(none)","Yes","Yes (both none)","GS / FAF","RPLL ILS 24"
"37","RPLL","IPA1","MIA","24","9","RW24","AT 125","THR 75","(none)","(none)","Yes (THR close)","Yes (both none)","AD elev 75","AIP RPLL"
"38","UUWW","DR19A","KS","19","1","_START_","AT 20000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"38","UUWW","DR19A","KS","19","2","DRNB","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","DR NDB STAR entry","UUWW DR STAR"
"38","UUWW","DR19A","KS","19","3","GOTMA","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","No published crossing","UUWW"
"38","UUWW","DR19A","KS","19","4","054KS","AT OR ABOVE 4900","AT OR ABOVE 4900","(none)","(none)","Yes","Yes (both none)","KS 054 / 4900+","UUWW DR19A"
"38","UUWW","DR19A","KS","19","5","KSNB","AT 3590","AT 3590","(none)","(none)","Yes","Yes (both none)","KS NDB 3590","UUWW"
"38","UUWW","DR19A","KS","19","6","180SX","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","Radial","UUWW"
"38","UUWW","DR19A","KS","19","7","D1690","AT 1950","AT 1950","(none)","(none)","Yes","Yes (both none)","FAF / GS 1950","UUWW ILS 19"
"38","UUWW","DR19A","KS","19","8","89ITA","AT 1950","AT 1950","(none)","(none)","Yes","Yes (both none)","Same GS platform","UUWW ILS 19"
"38","UUWW","DR19A","KS","19","9","RW19","AT 1946","THR 686","(none)","(none)","No (THR vs DB)","Yes (both none)","AD elev 686. 1946 in DB is the FAF altitude, not threshold","AIP UUWW"
"39","UUWW","GIS24R","OSTIS","24","1","_START_","AT 20000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"39","UUWW","GIS24R","OSTIS","24","2","GISIN","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","STAR entry","UUWW GIS STAR"
"39","UUWW","GIS24R","OSTIS","24","3","OKLIT","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","No published crossing","UUWW"
"39","UUWW","GIS24R","OSTIS","24","4","TURUG","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","No published crossing","UUWW"
"39","UUWW","GIS24R","OSTIS","24","5","WW521","AT OR ABOVE 5900","AT OR ABOVE 5900","MAX 230","MAX 230","Yes","Yes","5900+ / 230","UUWW GIS24R"
"39","UUWW","GIS24R","OSTIS","24","6","WW522","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","UUWW"
"39","UUWW","GIS24R","OSTIS","24","7","WW523","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","UUWW"
"39","UUWW","GIS24R","OSTIS","24","8","WW524","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","UUWW"
"39","UUWW","GIS24R","OSTIS","24","9","WW525","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","UUWW"
"39","UUWW","GIS24R","OSTIS","24","10","WW505","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","UUWW"
"39","UUWW","GIS24R","OSTIS","24","11","WW504","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","UUWW"
"39","UUWW","GIS24R","OSTIS","24","12","DRNB","AT 5900","AT 5900","(none)","(none)","Yes","Yes (both none)","DR 5900","UUWW GIS24R"
"39","UUWW","GIS24R","OSTIS","24","13","WW502","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","UUWW"
"39","UUWW","GIS24R","OSTIS","24","14","WW501","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","UUWW"
"39","UUWW","GIS24R","OSTIS","24","15","OSTIS","AT 3640","AT 3640","(none)","(none)","Yes","Yes (both none)","OSTIS 3640","UUWW OSTIS trans"
"39","UUWW","GIS24R","OSTIS","24","16","290OB","AT 2650","AT 2650","(none)","(none)","Yes","Yes (both none)","OB 290 / 2650","UUWW ILS 24"
"39","UUWW","GIS24R","OSTIS","24","17","258OB","AT 2320","AT 2320","(none)","(none)","Yes","Yes (both none)","OB 258 / 2320","UUWW ILS 24"
"39","UUWW","GIS24R","OSTIS","24","18","CF24","AT 2000","AT 2000","(none)","(none)","Yes","Yes (both none)","ILS 24 intercept 2000","UUWW ILS 24"
"39","UUWW","GIS24R","OSTIS","24","19","FF24","AT 1991","AT 1991","(none)","(none)","Yes","Yes (both none)","GS / FAF","UUWW ILS 24"
"39","UUWW","GIS24R","OSTIS","24","20","RW24","AT 729","THR 686","(none)","(none)","Yes (THR close)","Yes (both none)","AD elev 686","AIP UUWW"
